id_product;energy_100g;fat_100g;saturated_fat_100g;carbohydrates_100g;sugars_100g;proteins_100g;nutrition_score_fr_100g;energy_kcal_100g;ecoscore_score
1286654;1757.0;15.0;4.2;56.0;9.1;11.0;6.0;420.0;79
1135795;202.0;0.0;0.0;4.4;4.3;7.3;-4.0;47.0;79
1014672;207.0;0.0;0.0;11.0;11.0;0.5;15.0;49.0;18
1008766;433.0;4.3;1.7;11.0;1.9;4.5;2.0;103.0;72
1298152;2259.0;30.0;20.0;60.0;59.0;7.0;27.0;540.0;30
1166661;326.0;4.5;3.1;5.3;5.2;4.1;2.0;78.0;76
1140458;310.0;3.6;2.4;6.0;6.0;4.5;1.0;74.0;79
1046557;1546.0;9.0;3.7;52.2;28.0;20.0;13.0;;53
1045226;1783.0;15.1;6.2;46.0;10.8;21.8;12.0;;43
1045517;1910.0;19.4;1.7;42.2;3.0;23.2;9.0;;53
1046549;1558.0;8.2;3.8;57.0;21.0;19.0;10.0;;52
1045516;1820.0;15.0;2.8;49.0;17.0;23.0;9.0;435.0;36
1046555;1736.0;14.0;8.0;50.0;39.0;22.0;18.0;415.0;
1074820;1727.0;13.0;7.5;50.8;37.0;23.0;21.0;;43
1074819;1715.0;12.0;8.0;53.0;41.0;23.0;22.0;410.0;
1074504;354.0;2.2;0.6;7.1;4.9;8.2;;;37
1081308;1556.0;0.0;0.0;86.8;56.1;4.7;14.0;;74
1474830;2233.0;29.6;17.3;60.5;49.1;6.0;25.0;;38
1387413;251.0;6.0;5.5;1.5;0.2;0.3;5.0;60.0;
1067715;999.0;4.8;1.3;22.6;13.1;1.8;-1.0;;63
1073653;1167.0;23.0;18.0;1.0;0.0;17.0;13.0;279.0;38
1040303;1700.0;0.0;0.0;100.0;100.0;0.0;15.0;400.0;90
1175660;1849.0;15.0;11.0;70.0;31.0;6.3;22.0;442.0;78
1286433;4.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;
1124455;1736.0;6.1;4.5;81.2;26.4;7.6;14.0;415.0;77
2568688;1600.0;0.5;0.5;94.0;67.0;0.5;15.0;380.0;
1243170;1700.0;0.0;0.0;100.0;100.0;0.0;15.0;400.0;
1140170;320.0;2.1;0.4;10.3;10.2;3.7;0.0;;103
2114755;370.0;0.5;0.5;21.0;16.0;0.5;;;73
1082867;1795.0;12.6;3.6;67.1;34.0;7.8;11.0;;29
2527160;1825.0;22.8;4.0;42.3;27.4;12.6;12.0;;
1117196;264.0;0.6;0.2;8.8;3.7;3.4;-9.0;63.0;76
1078827;1524.0;4.0;0.8;75.5;51.2;5.0;15.0;360.0;59
791591;1290.0;32.0;20.2;3.2;3.2;2.5;13.0;;73
1059384;586.0;10.0;2.7;0.7;0.7;12.0;-1.0;141.0;58
782623;329.0;1.9;1.2;13.2;13.0;3.2;2.0;;76
1131176;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
1081501;797.0;18.0;12.0;5.3;3.9;2.4;12.0;193.0;84
770718;324.0;1.3;0.9;12.4;12.0;2.8;19.0;;21
1093523;228.0;0.1;0.1;12.9;12.7;0.3;7.0;;69
770719;993.0;10.1;2.09;23.7;3.49;12.1;5.0;;
770720;1160.0;12.8;2.09;37.3;0.0;3.36;3.0;276.0;
2062524;959.0;21.5;13.0;3.5;3.3;5.4;13.0;;58
2062523;1020.0;23.5;14.0;3.2;3.2;5.6;13.0;;58
1032304;1996.0;18.4;;71.3;;5.1;;;40
1034642;4.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;
1176929;291.0;1.1;0.7;10.8;9.9;2.4;17.0;;45
1176916;291.0;1.1;0.7;10.8;9.9;2.4;17.0;;46
1034644;4.2;0.0;0.0;0.0;0.0;0.0;1.0;1.0;
1332436;202.0;0.2;0.0;10.0;10.0;0.5;-5.0;48.0;90
1041964;2290.0;33.0;3.5;54.0;3.0;6.5;13.0;;72
2400024;322.0;4.2;0.3;6.8;2.3;1.5;-3.0;77.0;
1285242;2241.0;31.0;25.0;55.0;37.0;7.0;19.0;;61
1286599;1579.0;13.0;5.5;56.0;32.0;6.0;16.0;376.0;
1381444;701.0;6.9;1.6;17.8;3.2;8.0;2.0;167.0;104
2596411;6.0;0.0;0.0;0.5;0.5;0.0;2.0;;
1206554;21.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;109
1253833;0.0;0.0;0.0;0.2;0.0;0.1;0.0;0.0;79
1354979;1683.0;6.7;2.78;69.3;9.8;8.7;-1.0;;79
1354978;1704.0;9.0;3.1;66.0;23.0;8.5;7.0;;79
1354990;1567.0;5.9;0.6;69.0;1.2;13.0;-6.0;;37
1067886;1368.0;3.1;0.5;69.8;4.2;9.9;-6.0;327.0;
1247672;62.0;0.1;;2.5;;0.9;;;90
1067633;1890.0;14.0;9.1;55.4;17.5;22.5;17.0;;63
1297984;84.0;0.5;0.0;1.6;0.5;1.9;-5.0;17.0;
1191372;1478.0;0.6;0.2;78.0;0.0;7.0;-1.0;;16
1191577;1515.0;1.2;0.1;78.0;0.0;8.5;-1.0;357.0;3
1191400;1499.0;1.0;0.1;78.0;0.0;8.0;0.0;353.0;17
1191465;1521.0;0.3;0.1;81.0;0.0;7.8;-1.0;358.0;41
1191463;1524.0;0.8;0.2;79.0;0.9;8.9;-4.0;359.0;17
1191464;1485.0;0.7;0.2;78.0;0.0;7.8;-1.0;350.0;17
1191821;1515.0;1.2;0.1;78.0;0.0;8.5;-2.0;357.0;3
1191394;1499.0;1.0;0.1;78.0;0.0;8.0;-1.0;353.0;17
1191567;702.0;2.4;0.22;31.0;0.57;4.5;1.0;168.0;
1191568;704.0;1.8;0.1;27.0;0.0;3.7;1.0;139.0;
1191569;670.0;1.9;0.32;30.0;0.73;4.5;3.0;;
2568524;120.0;0.6;0.1;5.0;3.0;0.6;0.0;30.0;
2526793;1050.0;15.0;5.14;20.0;4.0;8.0;13.0;;29
2524085;1800.0;21.0;9.5;57.0;30.1;6.0;22.0;;79
2524084;1892.0;23.8;13.3;53.7;30.6;5.8;22.0;;71
999185;955.0;15.0;3.0;0.0;0.0;23.5;4.0;228.0;19
1159680;5.0;0.0;0.0;0.21;0.2;0.0;2.0;1.2;
999178;950.0;16.9;3.8;0.6;;20.2;;227.0;19
1206474;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;14
1858955;172.0;2.1;0.6;2.0;0.8;3.5;-2.0;41.0;79
1077064;1498.0;1.9;0.4;70.0;2.3;12.0;-5.0;354.0;80
1077063;1508.0;1.5;0.3;72.0;2.0;12.0;-4.0;356.0;80
1191479;1508.0;1.5;0.3;72.0;2.0;12.0;-4.0;;70
1191418;1511.0;1.8;0.7;67.0;0.5;15.0;-6.0;;
1076949;1458.0;2.0;0.5;68.0;3.5;12.0;-4.0;344.0;65
1131155;3130.0;82.0;55.0;;0.14;0.7;19.0;748.0;33
2399719;87.0;0.2;0.03;2.1;2.1;1.8;-5.0;21.0;
1091098;1803.0;43.0;7.5;3.0;1.0;8.0;16.0;431.0;16
1412972;1021.0;0.5;0.1;58.5;48.5;0.3;12.0;244.0;70
1116699;1946.0;18.0;5.7;64.0;19.0;8.3;9.0;465.0;79
1121236;602.0;10.3;2.7;0.7;0.7;12.3;-1.0;;75
695791;1281.0;8.0;5.0;53.0;43.0;10.0;14.0;;
695790;418.0;0.0;;23.0;7.0;0.1;;;
1848602;2235.0;31.5;19.5;54.0;51.0;4.8;21.0;535.0;29
2383070;862.0;1.1;0.2;45.0;21.0;1.6;6.0;206.0;
1007460;1508.0;4.2;2.4;70.0;2.9;6.8;0.0;;87
1131331;1674.0;0.0;0.0;100.0;100.0;0.0;14.0;400.0;100
1287195;996.0;9.5;3.5;28.7;3.4;7.9;3.0;238.0;
493214;54.0;0.3;0.0;2.0;0.1;0.6;2.0;13.0;
1156954;100.0;0.1;0.03;5.1;4.6;0.8;-1.0;24.0;
1176460;1427.0;3.0;0.8;55.0;3.5;15.0;-6.0;338.0;
1122358;582.0;10.9;1.8;5.5;1.9;4.7;1.0;;-21
1133958;448.0;3.4;0.4;16.3;2.2;2.3;2.0;107.0;
1132681;445.0;1.0;0.3;0.5;0.5;24.0;-4.0;109.0;50
1132931;782.0;12.0;4.3;0.5;0.5;19.0;1.0;187.0;79
1122287;293.0;2.9;1.5;0.8;0.4;10.0;4.0;;
1133873;736.0;10.4;2.1;0.5;0.5;20.6;-1.0;176.0;46
1122368;399.0;3.1;0.3;10.2;1.6;6.1;-1.0;;
1132760;314.0;4.6;0.9;5.3;3.5;2.1;-4.0;75.0;83
1080934;1456.0;21.7;13.1;32.9;22.7;3.7;20.0;348.0;22
1079064;1477.0;1.1;0.3;71.2;0.5;9.7;-1.0;349.0;3
1080084;519.0;1.7;0.6;0.5;0.5;25.0;-1.0;124.0;1
1054897;933.0;15.2;4.5;9.2;1.7;12.1;4.0;223.0;43
1191529;1531.0;2.0;0.4;72.0;3.7;12.0;-4.0;;64
1192013;1458.0;2.0;0.5;68.0;3.5;12.0;-4.0;344.0;65
1191546;1510.0;2.0;0.35;72.0;3.7;12.0;-4.0;361.0;65
1190946;1222.0;5.9;0.5;50.0;5.7;8.0;6.0;292.0;79
1191880;1874.0;18.0;5.5;46.0;0.0;20.0;12.0;448.0;79
1191113;1846.0;17.0;2.5;48.0;0.0;17.0;9.0;441.0;79
1191977;1639.0;10.0;3.5;53.0;2.2;16.0;11.0;;79
1191845;857.0;1.4;0.18;36.0;10.0;6.2;1.0;;79
1191137;1153.0;4.4;0.4;48.0;3.6;8.1;0.0;273.0;79
1209480;1490.0;;0.3;;3.5;11.3;;356.0;79
1300055;874.0;17.0;3.5;1.3;1.3;13.0;4.0;211.0;17
1050813;891.0;15.0;6.1;2.5;0.0;15.0;11.0;213.0;
1140551;233.0;1.8;;5.6;;4.2;;;79
1046999;1439.0;29.0;20.0;0.5;0.1;21.0;16.0;;39
751720;1400.0;32.0;22.0;3.33;3.33;9.33;13.0;;50
1411717;602.0;7.0;2.9;15.0;9.0;2.8;3.0;144.0;
2361854;1473.0;0.9;0.2;74.0;1.7;8.4;-3.0;352.0;48
2443340;135.15;0.7;0.0;5.7;0.0;0.8;-5.0;;79
31783;444.9;0.0;;27.2;;0.7;;;99
1192158;1346.0;18.5;9.5;25.0;1.9;14.0;23.0;322.0;66
1191022;1200.0;16.0;3.45;21.0;5.5;13.5;11.0;286.0;
1191874;1939.0;28.0;13.0;43.0;34.0;9.2;21.0;;50
1192054;1687.0;18.0;8.1;50.0;36.0;8.2;17.0;;74
1192001;1656.0;14.0;2.5;59.0;31.0;7.3;17.0;394.0;79
1191092;1807.0;13.0;5.9;74.0;34.0;4.0;19.0;429.0;65
1191766;1.7;0.0;0.0;0.2;0.1;0.0;2.0;1.0;79
1191768;3.4;0.0;0.0;0.2;0.1;0.0;2.0;;79
1191617;2070.0;24.0;14.0;59.0;21.0;7.5;15.0;;79
1191837;1623.0;4.1;0.65;73.0;1.4;11.0;-6.0;388.0;63
1191825;1704.0;7.5;1.0;72.0;6.0;10.0;1.0;407.0;79
1191824;1695.0;9.0;1.0;66.0;3.5;12.0;0.0;405.0;79
1191830;1590.0;3.3;1.9;70.0;9.8;14.0;0.0;380.0;79
1191332;1636.0;6.1;0.7;65.0;4.8;14.0;6.0;391.0;94
1027513;1506.0;0.0;0.0;88.0;74.0;3.0;14.0;360.0;74
1034643;34.0;0.0;0.0;1.5;1.3;0.1;3.0;;
1034645;33.0;0.0;0.0;1.4;1.2;0.1;3.0;;
2034921;1140.0;25.0;6.1;0.8;0.8;12.0;19.0;276.0;16
1000866;332.0;0.6;0.5;16.4;15.1;0.7;-2.0;;79
1007395;140.0;0.76;0.36;5.2;0.92;1.2;;;
1071664;680.0;7.0;3.4;18.4;2.0;7.1;4.0;;
1090248;1849.0;24.0;16.0;50.5;27.0;6.0;24.0;442.0;
1190913;1234.0;8.1;0.9;40.0;4.7;14.0;9.0;295.0;96
1190914;1113.0;13.0;6.0;25.0;2.4;12.1;14.0;266.0;56
1186177;778.0;14.0;5.8;6.6;3.6;9.4;13.0;186.0;79
1091588;1402.0;35.0;25.0;2.8;2.8;2.3;14.0;335.0;69
1320985;247.0;0.5;0.2;12.0;10.0;0.5;-5.0;59.0;79
1320414;2099.0;27.4;3.2;53.2;3.9;8.7;14.0;502.0;70
1092928;1025.0;1.5;0.3;49.0;3.2;7.6;4.0;245.0;77
1287138;1110.0;3.8;0.4;44.0;4.8;8.4;-2.0;263.0;74
1298173;2987.0;80.0;56.0;0.9;0.9;0.7;26.0;;31
1299354;2082.0;26.0;13.0;59.0;33.0;7.5;22.0;507.0;30
1750189;970.0;13.6;4.8;4.7;0.6;22.5;13.0;;
1311251;799.0;15.0;2.1;1.2;0.0;12.0;3.0;191.0;79
1718263;1151.0;14.9;10.0;31.8;24.9;3.1;17.0;275.0;71
1191783;862.0;6.3;2.3;28.0;5.1;9.3;3.0;206.0;55
1116480;933.0;19.6;3.1;6.8;6.1;3.3;7.0;223.0;85
1286397;191.0;0.5;0.1;8.8;8.6;1.0;-7.0;45.0;79
1191104;780.0;2.2;0.4;35.0;0.6;5.3;3.0;184.0;80
1012749;204.0;0.2;0.0;10.0;10.0;0.6;-1.0;48.0;79
1519764;695.0;0.0;0.0;67.3;0.0;0.0;;166.0;
1277384;730.0;3.0;2.5;57.9;0.0;0.5;;;
1277380;725.0;0.4;0.1;70.6;0.1;0.0;;;
1167066;530.0;6.7;3.7;8.3;1.5;8.9;1.0;127.0;
1000661;255.0;0.6;0.2;12.0;11.0;0.5;-4.0;61.0;79
1191356;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
2527040;1453.0;1.1;1.1;79.0;50.0;4.3;21.0;342.0;37
1018618;1845.0;12.1;3.0;71.7;0.0;8.4;14.0;441.0;
1109988;234.0;1.9;0.3;6.4;5.4;3.3;-1.0;56.0;79
1109987;172.0;2.1;0.4;1.3;0.7;3.8;-2.0;41.0;79
1121421;1184.0;2.1;0.5;53.0;1.8;11.0;-4.0;;
1121574;379.0;2.5;0.33;9.8;2.2;6.1;-1.0;;26
1121513;377.0;2.6;0.67;10.8;2.1;4.9;-1.0;;
2420006;1619.1;36.16;;2.19;;14.35;;391.6;
1108668;1807.0;23.0;14.0;48.0;12.0;6.8;17.0;432.0;38
1021454;243.0;0.0;0.0;5.2;2.02;0.4;;58.0;45
2384384;134.5;0.3;0.0;3.4;3.1;2.4;-2.0;31.0;68
1034627;34.0;0.0;0.0;1.4;1.3;0.1;3.0;8.0;
1067087;1008.0;4.3;0.4;39.7;4.3;7.2;-2.0;241.0;75
1338393;1452.0;1.9;0.2;68.0;7.0;13.0;-4.0;347.0;74
1338394;1468.0;1.9;0.2;67.0;7.0;13.0;-4.0;;64
1082153;615.0;7.9;3.0;8.8;0.6;8.9;-1.0;147.0;92
1028236;1540.0;31.0;10.0;2.3;1.0;20.0;23.0;368.0;5
1010020;452.0;3.1;1.2;0.5;0.5;20.0;;108.0;
1181044;823.0;7.8;0.9;17.5;1.0;13.2;-1.0;;15
1360486;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;
1360305;63.0;0.0;0.0;1.6;0.0;2.2;;15.0;
1118914;69.0;0.0;0.0;2.7;2.7;0.7;7.0;16.0;
1059924;704.0;13.0;10.0;3.1;2.3;10.0;9.0;169.0;32
1116764;2343.0;34.0;23.0;54.0;5.1;8.4;;560.0;
1109995;703.0;9.5;1.5;3.9;1.3;14.0;-3.0;168.0;79
1014399;448.0;8.4;3.1;1.2;0.2;5.5;3.0;107.0;59
1321164;583.0;9.2;5.1;9.9;0.9;3.9;10.0;140.0;
2568318;293.0;14.95;0.0;17.03;0.0;0.49;;70.0;89
1003021;768.0;10.3;6.5;17.4;16.8;4.4;10.0;;
1034632;113.0;0.0;0.0;6.3;6.3;0.0;9.0;;
1051661;1569.0;1.2;0.3;78.0;2.7;11.0;-4.0;375.0;
1227726;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;94
1227735;4.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;79
908049;590.0;15.0;3.0;0.5;0.5;0.9;13.0;;105
1287051;1619.0;2.0;1.0;82.0;28.0;7.0;8.0;;29
1140257;483.0;2.5;0.5;15.5;2.5;6.0;-1.0;;
1850083;204.0;0.0;0.0;10.0;10.0;0.8;14.0;48.0;48
1339039;967.0;0.361;0.3;49.8;25.0;2.0;1.0;231.0;49
1056918;1448.0;0.0;0.0;84.0;72.0;2.2;14.0;346.0;79
1167050;693.0;11.2;7.5;6.9;2.9;8.2;10.0;167.0;30
1024608;1258.0;0.0;0.0;7.5;7.5;0.0;;31.0;56
1122338;1544.0;5.8;3.6;14.7;1.2;6.4;6.0;369.0;25
1103604;1502.0;2.0;0.0;72.0;5.0;12.0;-2.0;;65
1430471;1343.0;30.0;12.0;0.8;0.8;12.0;18.0;321.0;48
1034591;208.0;0.0;0.0;12.3;10.3;0.0;12.0;49.0;9
1151652;1634.0;14.3;5.1;59.0;32.8;4.8;15.0;391.0;44
1285117;1100.0;21.0;13.0;4.0;4.0;15.0;18.0;;32
1254893;251.0;0.0;0.0;14.7;14.7;0.0;9.0;60.0;17
1134683;457.0;2.9;0.8;13.8;2.5;6.3;0.0;;36
1246518;293.0;3.0;0.9;4.7;0.3;5.6;4.0;70.0;31
1071650;727.0;7.6;4.3;18.8;2.2;7.1;5.0;;
1265430;2234.0;30.0;4.3;53.0;49.0;9.9;;534.0;
998051;338.0;0.6;0.0;11.0;2.6;5.2;-6.0;80.0;101
1079461;362.0;2.1;1.3;12.8;12.3;3.9;2.0;;90
1079130;2745.0;56.4;36.0;27.1;1.1;11.1;22.0;;71
1005009;318.0;3.5;1.8;6.6;6.6;4.5;0.0;;79
1043154;2316.0;34.0;17.0;55.0;55.0;6.2;25.0;;63
2527413;1414.0;32.0;3.1;12.7;9.1;0.8;18.0;;
1066816;251.0;1.7;1.5;10.0;10.0;0.8;;60.0;48
1066948;105.0;;;3.0;;0.7;;25.0;-6
1110586;1816.0;22.0;3.3;53.0;29.0;5.4;14.0;434.0;32
1176885;323.0;1.3;0.9;12.3;12.0;2.8;18.0;;31
1000999;265.0;0.5;0.2;14.0;12.0;0.5;-4.0;;79
2561822;17.0;0.0;0.0;0.5;0.5;0.5;2.0;4.0;84
1074607;346.0;0.5;0.2;19.0;16.0;0.5;-2.0;82.0;79
1132857;605.0;6.8;3.5;0.6;0.4;19.9;-1.0;;21
1121136;1243.0;25.0;18.0;0.0;0.0;18.0;14.0;297.0;23
1118576;1067.0;25.5;3.2;1.8;0.3;1.9;7.0;255.0;66
1267114;408.0;0.9;0.3;3.3;3.3;18.8;11.0;98.0;20
1321490;477.0;3.0;1.0;0.5;0.5;21.0;4.0;113.0;39
1750218;1201.0;18.0;3.4;21.2;0.6;11.5;9.0;;71
1088955;670.0;12.0;0.0;4.4;2.3;7.9;11.0;161.0;57
2117712;1339.0;29.3;5.1;9.9;9.2;3.2;17.0;320.0;
1114292;824.0;15.0;4.2;0.6;0.01;15.0;11.0;197.0;12
1133827;436.0;0.5;0.4;24.3;24.2;0.3;1.0;103.0;79
1165220;1635.9;6.1;1.62;71.6;1.6;14.0;-5.0;;
1165224;1582.0;4.0;1.62;72.0;1.6;13.3;-5.0;378.0;63
1165229;1582.0;4.0;1.62;72.0;1.6;13.3;-5.0;378.0;63
1165226;1635.9;6.1;1.62;71.6;1.6;14.0;-5.0;;63
1191827;1707.0;11.0;1.5;69.0;29.0;5.9;8.0;408.0;
1191826;1711.0;14.0;3.6;63.0;30.0;5.7;10.0;409.0;
1191622;1596.0;5.8;0.7;74.0;28.0;5.1;8.0;378.0;53
1191623;1835.0;16.0;8.8;65.0;28.0;6.3;16.0;437.0;39
1191523;1679.0;7.0;3.3;73.0;32.0;8.6;17.0;397.0;39
1191620;1711.0;11.0;4.9;70.0;29.0;5.5;11.0;409.0;39
1191621;1556.0;7.1;0.8;67.0;18.0;6.0;1.0;372.0;
1191619;1687.0;12.0;1.1;63.0;21.0;7.9;7.0;401.0;37
1077076;1849.0;15.0;5.6;67.0;36.0;7.3;14.0;442.0;39
1191315;1636.0;1.6;0.3;82.0;15.0;8.3;0.0;386.0;39
1192144;1799.0;13.0;2.3;66.0;18.0;9.0;7.0;430.0;47
1191391;1896.0;17.0;7.8;64.0;24.0;7.6;13.0;453.0;61
1191345;1624.0;1.6;0.3;81.0;17.0;8.2;0.0;383.0;39
1191781;239.0;0.6;0.0;14.0;14.0;0.0;-4.0;66.0;79
1000848;305.0;0.6;0.5;15.4;14.4;0.5;-2.0;73.0;79
1191492;269.0;0.0;0.0;15.0;14.0;0.0;-3.0;63.0;89
1191691;301.0;0.0;0.0;17.0;15.0;0.0;-3.0;72.0;79
1000821;255.0;0.6;0.5;12.8;11.6;0.5;-3.0;61.0;79
1000824;244.0;0.5;0.1;12.0;10.0;0.5;-4.0;58.0;79
1357507;598.0;4.7;2.6;22.0;16.0;3.2;5.0;143.0;74
1191647;1700.0;0.0;0.0;100.0;100.0;0.0;;406.0;83
1357517;2255.0;31.0;6.2;58.0;54.0;5.6;21.0;539.0;33
1092029;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-6
1319738;1544.0;29.0;19.0;0.0;0.0;27.0;12.0;369.0;51
1133026;440.0;2.2;0.4;14.9;1.9;5.8;-1.0;;60
1025191;482.0;3.0;1.1;0.8;0.8;21.0;3.0;;36
1320315;84.0;0.1;0.0;4.0;3.5;0.8;6.0;20.0;
1386212;1824.0;24.1;12.6;47.4;38.4;6.6;24.0;436.0;
1206120;640.0;9.2;3.8;5.7;0.5;9.5;-3.0;153.0;56
2523731;1679.0;9.8;4.4;63.4;4.9;12.3;16.0;;55
2527397;1649.0;8.6;4.3;64.0;2.4;13.1;16.0;391.0;
1159026;3766.0;100.0;15.0;0.0;0.0;0.0;6.0;900.0;32
1088925;62.0;0.5;0.1;2.0;0.6;1.0;9.0;15.0;
1338345;1570.0;3.5;0.8;70.0;6.0;13.5;-3.0;;73
1286918;790.0;4.8;0.5;25.0;2.6;9.9;-1.0;;65
1285510;1115.0;12.0;7.4;28.0;5.2;10.0;16.0;266.0;31
2533974;2347.0;34.3;28.1;54.7;54.7;8.2;28.0;561.0;43
1014413;452.0;4.9;1.8;8.0;0.5;6.7;1.0;108.0;61
1306357;664.0;10.3;6.8;10.5;0.9;7.2;4.0;168.0;69
1082042;1510.0;10.2;2.1;33.4;3.6;21.2;-4.0;361.0;
2527123;367.0;6.0;4.5;4.5;3.0;4.0;3.0;;62
1329885;427.0;2.0;0.6;0.5;0.5;21.0;-4.0;102.0;33
1041867;2222.0;32.0;3.9;52.0;2.8;6.0;11.0;533.0;72
1077416;661.0;7.2;4.3;12.0;0.0;11.0;2.0;;
1040622;664.0;12.4;3.3;0.0;0.0;11.8;4.0;;18
1067716;168.0;1.0;0.2;7.7;3.2;0.5;0.0;40.0;74
1299353;2100.0;26.0;12.0;58.0;33.0;8.0;23.0;;30
1340035;992.0;19.0;7.3;2.0;0.8;15.0;11.0;;50
1183168;1920.0;20.0;2.0;59.0;6.5;9.0;14.0;;71
1093503;207.0;0.0;0.0;11.5;11.3;0.6;15.0;;62
1093501;188.0;0.0;0.0;10.5;10.3;0.6;10.0;;62
1093502;85.0;0.0;0.0;4.5;4.0;0.5;5.0;;
1872125;2144.0;33.0;20.3;40.4;32.1;7.2;18.0;512.0;42
1286784;1360.0;31.0;2.4;12.0;6.1;1.9;;;
1059385;589.0;9.8;2.6;0.3;0.3;13.0;-1.0;141.0;67
2067311;1635.0;6.5;3.2;75.0;27.0;6.4;11.0;;75
1110363;4.0;0.0;0.0;0.3;0.0;0.2;1.0;1.0;-20
1243198;159.0;0.5;0.1;9.0;9.0;0.6;2.0;38.0;48
1299225;633.0;11.3;0.8;4.0;2.0;8.2;0.0;;
1299223;641.0;6.82;0.455;13.2;4.55;8.64;-1.0;;
1259230;767.0;13.4;2.1;12.7;1.9;2.3;4.0;184.0;
1078607;662.0;9.2;3.5;7.1;0.4;10.2;2.0;;85
2034196;818.0;8.82;5.45;25.0;15.3;1.82;8.0;;105
1281060;960.0;7.0;;30.7;;10.0;;;14
1121947;753.0;8.2;5.3;21.2;20.5;4.3;9.0;180.0;26
1242558;1231.0;13.2;4.7;3.4;2.1;40.3;17.0;294.0;19
2595997;21.0;0.0;0.0;0.0;0.0;0.0;4.0;5.0;
2524143;3054.0;82.0;57.0;0.5;0.5;0.7;19.0;;33
1382111;331.0;2.6;0.2;11.1;6.2;1.7;6.0;79.0;
2399883;426.0;0.2;0.0;22.3;15.0;1.3;12.0;;79
792808;2079.0;25.0;13.0;60.0;31.0;6.0;23.0;497.0;39
2399882;353.0;4.0;0.28;8.3;3.5;3.3;10.0;;59
2429428;553.0;7.4;1.6;1.5;0.5;12.9;-3.0;;79
2513260;995.0;0.0;0.0;58.0;58.0;0.5;12.0;234.0;73
2412553;2029.0;23.0;13.0;61.0;27.0;6.3;16.0;485.0;63
1032605;1475.0;0.4;0.2;80.1;64.4;4.3;14.0;347.0;69
2326454;4.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;85
1718212;2124.0;25.5;14.5;62.5;37.1;5.3;25.0;508.0;50
1080087;1159.0;15.5;11.0;1.5;0.0;33.0;11.0;277.0;39
1333145;740.0;0.1;0.0;42.0;42.0;0.6;9.0;;75
1078293;255.0;0.3;0.1;7.9;2.6;3.9;-8.0;61.0;73
1514499;1640.0;0.4;0.4;95.0;91.4;0.1;14.0;386.0;42
2062099;2190.0;28.5;16.5;59.5;50.0;6.5;28.0;;23
1298768;1816.0;14.3;4.7;64.3;23.2;9.3;11.0;;40
1862201;720.0;8.0;4.0;22.0;0.5;2.0;6.0;;
1122465;71.0;0.0;0.0;0.3;0.2;2.7;-4.0;;79
1121247;607.0;9.9;2.7;0.8;0.8;12.6;-1.0;145.0;68
1121496;975.0;3.4;0.9;38.0;0.6;11.0;0.0;;58
1121560;879.0;12.0;5.9;18.0;1.4;7.5;5.0;210.0;79
1761563;1640.0;8.0;2.8;76.0;31.2;4.8;15.0;392.0;53
1122202;836.0;4.9;2.2;27.9;2.6;9.5;1.0;;53
1300202;602.0;10.3;2.7;0.7;0.7;12.3;-1.0;;58
1872115;2072.0;33.2;19.7;34.2;26.0;6.6;16.0;496.0;49
1872105;2132.0;35.0;21.9;34.3;29.0;5.3;17.0;510.0;49
1872116;2072.0;33.2;19.7;34.2;26.0;6.6;16.0;496.0;49
1872127;2209.0;36.3;22.7;36.6;33.0;7.1;18.0;528.0;52
1872108;2143.0;34.3;21.3;37.2;31.2;7.3;18.0;;52
1872111;2068.0;32.3;20.2;37.3;32.0;4.9;18.0;495.0;60
1872126;2284.0;39.2;23.3;37.6;28.1;7.5;17.0;546.0;49
1872110;2103.0;34.5;21.6;33.8;28.6;5.2;17.0;503.0;49
1872120;2200.0;37.8;19.6;32.2;28.1;9.0;17.0;;52
1872106;2077.0;34.1;21.3;33.4;28.3;5.2;17.0;;49
1872109;2167.0;35.6;22.3;35.9;32.4;7.0;18.0;;52
1176794;557.0;7.9;5.3;11.8;10.5;2.6;7.0;;
1176936;540.0;8.7;5.8;9.2;7.9;2.8;6.0;;
1083423;1125.0;10.5;9.2;39.2;12.3;4.3;18.0;269.0;
2443215;2782.0;56.0;8.6;13.0;4.2;28.0;13.0;665.0;33
1112124;314.0;2.8;1.4;6.6;1.4;5.2;2.0;75.0;
1097226;210.0;2.7;1.8;3.7;0.8;2.0;0.0;50.0;79
1339506;619.0;5.0;0.7;22.1;0.8;2.4;-2.0;148.0;59
1277284;699.0;0.6;0.6;66.0;0.1;0.2;;167.0;
1263170;82.0;0.0;0.0;4.6;4.5;0.0;6.0;20.0;51
1133022;531.0;4.1;1.5;13.3;2.0;8.3;-1.0;126.0;
